transaction_id,wallet_id,tx_hash,direction,asset_symbol,amount,usd_value_at_tx,fee_native,status,submitted_at,confirmed_at,updated_at
3419,223,,send,USDT,0.19584355,0.2,0.00981162,pending,2026-08-30T19:16:52+00:00,,2026-08-30T19:16:52+00:00
3420,223,0x92305317a3624d75992e3aa228ef9aa73eb9234a543048f9af3578e7,send,ETH,0.12189355,390.06,0.00967557,confirmed,2026-08-27T11:25:39+00:00,2026-08-27T11:33:09+00:00,2026-08-27T11:33:09+00:00
3421,223,,receive,USDC,0.30215867,0.3,0.00212647,pending,2026-08-18T15:32:15+00:00,,2026-08-18T15:32:15+00:00
3422,223,,receive,USDC,0.29469354,0.29,0.00589225,pending,2026-08-23T08:25:36+00:00,,2026-08-23T08:25:36+00:00
3423,223,0xa975a53fd1bb44e4a82a6e69c7f7e36ed63dacd213d4411cb5ff7e5a,send,USDT,0.68129001,0.68,0.00428337,confirmed,2026-08-21T14:36:05+00:00,2026-08-21T14:38:10+00:00,2026-08-21T14:38:10+00:00
3424,223,0x7d4549f465154a19be3029ab85b0bcb1c661a259a7eb4bd2ad4ec21c,swap,USDT,1.48183361,1.48,0.0085372,failed,2026-08-28T09:48:06+00:00,,2026-08-28T09:48:06+00:00
3425,223,0x320cd196cb614fd88a9cf9921b5023b5c004bff41c2a45b1970f541b,send,ETH,0.00402613,12.88,0.00134195,confirmed,2026-08-17T05:02:11+00:00,2026-08-17T05:09:51+00:00,2026-08-17T05:09:51+00:00
3426,223,0x58813c35111141bea3a833e7372bb78dc16b33f57d3745efa1be9ac7,swap,USDT,0.09515909,0.1,0.00247014,confirmed,2026-08-31T01:03:06+00:00,2026-08-31T01:08:56+00:00,2026-08-31T01:08:56+00:00
3427,223,0x374f986a59b94b148c88bb710b531be702c20dd706df4b9c88f95b99,receive,USDT,0.16932551,0.17,0.00181993,failed,2026-08-22T11:46:34+00:00,,2026-08-22T11:46:34+00:00
3428,223,0xedd8c3a3d15c4d5e86020affd691145a17ee635adf154938b68eddda,swap,USDC,0.07406118,0.07,0.00209973,confirmed,2026-08-31T09:17:14+00:00,2026-08-31T09:22:39+00:00,2026-08-31T09:22:39+00:00
3429,223,,swap,ETH,3.1451851,10064.59,0.00365608,pending,2026-08-21T02:23:13+00:00,,2026-08-21T02:23:13+00:00
3430,223,,receive,USDC,0.08761755,0.09,0.00640842,pending,2026-08-25T18:18:09+00:00,,2026-08-25T18:18:09+00:00
3431,223,0x35c0e4d9c7b64e0fbda08881b30744bf26abfaea0e1348d890c3c7eb,swap,USDT,0.1450914,0.15,0.00731659,confirmed,2026-08-27T09:18:55+00:00,2026-08-27T09:20:24+00:00,2026-08-27T09:20:24+00:00
3432,223,0xf4c9b01fe8c74f9483756c02f1f3b082bdb7a099b2194d1ba11d6fac,send,USDT,0.16266889,0.16,0.00933036,failed,2026-08-17T11:52:08+00:00,,2026-08-17T11:52:08+00:00
3433,223,,receive,USDC,0.18237406,0.18,0.00128068,pending,2026-08-15T23:19:54+00:00,,2026-08-15T23:19:54+00:00
3434,223,,send,USDT,0.00722985,0.01,0.00968158,pending,2026-08-23T05:19:05+00:00,,2026-08-23T05:19:05+00:00
3435,223,0x9c563395834c45eb8708fdb30caf59a5da72b393041c444fb507c243,receive,ETH,0.00383949,12.29,0.00802242,failed,2026-08-30T01:29:39+00:00,,2026-08-30T01:29:39+00:00
3436,223,0x096008e45e8a455181f28dbca1e0c4a044303b57cdf4475d865e5541,receive,ETH,0.13048977,417.57,0.00970783,confirmed,2026-08-20T02:36:57+00:00,2026-08-20T02:45:23+00:00,2026-08-20T02:45:23+00:00
3437,223,,send,USDT,0.17139076,0.17,0.00347231,pending,2026-08-29T12:07:17+00:00,,2026-08-29T12:07:17+00:00
3438,223,0xdbd09ee89d7b44be9c9f02cbcbd0fab907cb33d3ea3145cf942ec537,swap,ETH,0.00235599,7.54,0.00830029,confirmed,2026-08-20T02:41:09+00:00,2026-08-20T02:42:51+00:00,2026-08-20T02:42:51+00:00
3439,223,0x1fad6e47af664bad965cce10a50e7c3aa1025a6076ec47b7894f1151,send,USDT,0.01751912,0.02,0.0061836,confirmed,2026-08-29T06:53:53+00:00,2026-08-29T06:56:47+00:00,2026-08-29T06:56:47+00:00
3440,223,,send,USDC,0.02467875,0.02,0.00553821,pending,2026-08-25T18:35:02+00:00,,2026-08-25T18:35:02+00:00
3441,223,0xd4aea67529374636b19ac15b02da0d0ab474b78c1e4f4e8bb9ca3881,swap,USDC,0.08065424,0.08,0.0053431,failed,2026-08-21T03:24:02+00:00,,2026-08-21T03:24:02+00:00
3442,223,0x18641dcefe3140efa4237a3ebe1a72e34ce55097e30a4d508d7480dd,send,ETH,1.58519525,5072.62,0.00833647,confirmed,2026-08-18T13:18:26+00:00,2026-08-18T13:18:45+00:00,2026-08-18T13:18:45+00:00
3443,223,0xa9f5a26d41bd4c14ba407aa64be8d66458d1293ab93641ab855c4e0e,send,ETH,1.08329747,3466.55,0.00532452,confirmed,2026-08-30T08:01:15+00:00,2026-08-30T08:08:57+00:00,2026-08-30T08:08:57+00:00
3444,223,,swap,USDC,0.4697321,0.47,0.00232548,pending,2026-08-28T08:28:43+00:00,,2026-08-28T08:28:43+00:00
3445,223,,swap,USDC,0.77781815,0.78,0.00278607,pending,2026-08-16T19:27:42+00:00,,2026-08-16T19:27:42+00:00
3446,223,,receive,USDT,0.71379451,0.71,0.00934531,pending,2026-08-19T16:10:55+00:00,,2026-08-19T16:10:55+00:00
3447,223,0xd8180ad6c8da4738a8cedb77641617222b933c142fb44036973512c8,receive,USDT,0.00391531,0.0,0.00676466,failed,2026-08-20T04:40:42+00:00,,2026-08-20T04:40:42+00:00
3448,223,0x549890186d214f30a9c60719585c9a305d9fbe6a7932460db276fa7d,receive,USDT,0.09541828,0.1,0.00366846,confirmed,2026-08-22T10:51:57+00:00,2026-08-22T10:58:46+00:00,2026-08-22T10:58:46+00:00
3449,223,0xb4b0cddf811041fb8ff01314c3bdc4ffafecf8dd316d46a58417b1b3,swap,ETH,0.13714771,438.87,0.00278732,confirmed,2026-08-22T15:02:03+00:00,2026-08-22T15:10:50+00:00,2026-08-22T15:10:50+00:00
3450,223,0xc7a4cc14523e453c87b0c420a8c0664bd58afd0eb7c046d1b1276e78,send,USDT,0.01388726,0.01,0.00757248,failed,2026-08-27T11:48:22+00:00,,2026-08-27T11:48:22+00:00
3451,223,0x9261658a580640eda78784cfb600ccc4f728146b5a8646aea308739b,swap,ETH,0.04071265,130.28,0.00395051,confirmed,2026-08-17T09:41:26+00:00,2026-08-17T09:48:58+00:00,2026-08-17T09:48:58+00:00
3452,223,0x22740951e97d4324a0059b4803be9ad442e702f2b5af46d3a68e016d,send,USDT,0.99708544,1.0,0.0061567,confirmed,2026-08-22T03:05:57+00:00,2026-08-22T03:08:57+00:00,2026-08-22T03:08:57+00:00
3453,223,,receive,USDT,0.07327858,0.07,0.00519791,pending,2026-08-16T17:22:40+00:00,,2026-08-16T17:22:40+00:00
3454,223,0x9a4d8963d936494dacea5d83c5c3dd996a9f8412da9d47d6a72b2469,send,USDT,0.06994916,0.07,0.00133893,confirmed,2026-08-19T11:34:20+00:00,2026-08-19T11:39:03+00:00,2026-08-19T11:39:03+00:00
3455,223,0xe399deee7caf49f69dd4d2ab78b6fd633b0062be7ed74f95993e7d71,receive,USDC,0.00143189,0.0,0.00604474,confirmed,2026-08-29T11:11:47+00:00,2026-08-29T11:20:05+00:00,2026-08-29T11:20:05+00:00
3456,223,0xd90abc583ca74aaca1b87df4caae7c5565e23589bfd84c7685b9be12,receive,USDT,0.10155441,0.1,0.00138223,confirmed,2026-08-20T23:49:22+00:00,2026-08-20T23:51:46+00:00,2026-08-20T23:51:46+00:00
3457,223,0x482a3d9253034540a408214945c6321e21824a654afd4e869132ef57,send,ETH,8.09532287,25905.03,0.004707,confirmed,2026-08-28T20:31:21+00:00,2026-08-28T20:38:15+00:00,2026-08-28T20:38:15+00:00
3458,223,,swap,USDC,0.02539844,0.03,0.00215819,pending,2026-08-21T05:47:38+00:00,,2026-08-21T05:47:38+00:00
3459,223,0x395177734d244d1ca082d053f7529bb13ba48456eef14a95b1780c47,swap,USDC,0.08902454,0.09,0.00717237,confirmed,2026-08-16T18:44:22+00:00,2026-08-16T18:48:21+00:00,2026-08-16T18:48:21+00:00
3460,223,0x288ae9279724433c99eced25551654f54d57193a212c45d09b32f8d1,send,USDC,0.18945616,0.19,0.00258473,confirmed,2026-08-17T05:08:41+00:00,2026-08-17T05:18:02+00:00,2026-08-17T05:18:02+00:00
3461,223,0xa4eec7e5f9464381ac110859655f09439b8734876f8b4fda91a59801,send,ETH,0.05039467,161.26,0.00685972,confirmed,2026-08-16T17:58:23+00:00,2026-08-16T18:06:04+00:00,2026-08-16T18:06:04+00:00
3462,223,0x6c2985f58c8f4e53891029fd5af3669b7e3636b4c9af404586a7e20f,receive,USDC,0.03400815,0.03,0.00638271,failed,2026-08-31T06:27:55+00:00,,2026-08-31T06:27:55+00:00
3463,223,0xd14e5f7dc5b74c8daba20bbe1dc5c6c349bdf6ffe2ba4564839462e9,send,USDC,0.12250869,0.12,0.00276688,confirmed,2026-08-17T22:12:12+00:00,2026-08-17T22:18:25+00:00,2026-08-17T22:18:25+00:00
3464,223,,swap,ETH,0.66591576,2130.93,0.00630036,pending,2026-08-21T05:47:48+00:00,,2026-08-21T05:47:48+00:00
3465,223,,send,USDT,0.20160771,0.2,0.00894709,pending,2026-08-18T16:22:06+00:00,,2026-08-18T16:22:06+00:00
3466,223,,receive,USDT,0.02951858,0.03,0.00309427,pending,2026-08-31T18:17:11+00:00,,2026-08-31T18:17:11+00:00
3467,223,0x171fb96e8d23465593d2fd97918f1c274a7f8f7769ed4898b843db54,send,USDT,0.46494773,0.46,0.00468932,confirmed,2026-08-19T10:04:55+00:00,2026-08-19T10:11:16+00:00,2026-08-19T10:11:16+00:00
3468,223,,swap,USDT,2.25308796,2.25,0.00369033,pending,2026-08-19T17:48:29+00:00,,2026-08-19T17:48:29+00:00
3469,223,0x945c0f363159450c989887b08871c295edb7509d2f494a40b16443be,swap,USDC,0.3384629,0.34,0.00474062,confirmed,2026-08-20T21:05:31+00:00,2026-08-20T21:07:51+00:00,2026-08-20T21:07:51+00:00
3470,223,0x9abbe6ea13a74a94aac4a2e932b49cfe8afbe8a8d0dd4e4bb4986342,receive,ETH,0.00798453,25.55,0.00759985,confirmed,2026-08-28T11:50:15+00:00,2026-08-28T11:53:56+00:00,2026-08-28T11:53:56+00:00
3471,223,0x07eb7a54221a4c33aaa81a12b49ca1d487ffd8430f5e44d2a023a70f,send,ETH,1.32052619,4225.68,0.00338306,confirmed,2026-08-26T03:10:13+00:00,2026-08-26T03:16:29+00:00,2026-08-26T03:16:29+00:00
3472,223,,send,USDT,0.16990515,0.17,0.0040924,pending,2026-08-25T12:54:28+00:00,,2026-08-25T12:54:28+00:00
3473,223,0xfa2f3f420a714a29aa1e5373d5f04aced24df61c2ae24d17bcebb1c4,receive,USDT,0.09905241,0.1,0.0083055,confirmed,2026-08-27T00:48:14+00:00,2026-08-27T00:53:23+00:00,2026-08-27T00:53:23+00:00
3474,223,0xb75497d0f7984929afb06057124d09ccdb14731c978a4779af037ef6,receive,USDT,0.01880386,0.02,0.00726917,failed,2026-08-29T22:16:48+00:00,,2026-08-29T22:16:48+00:00
3475,223,0x2429a9b206994857aa2e789665cd9a4f181980819b044c8ea5889b77,receive,USDC,0.05953313,0.06,0.00387322,confirmed,2026-08-18T02:00:41+00:00,2026-08-18T02:04:42+00:00,2026-08-18T02:04:42+00:00
3476,223,0xc15c79ada0bc4f99bc40e6f0386b8c1b67b892c59227489da72c339d,swap,USDT,0.19741968,0.2,0.00447349,confirmed,2026-08-19T15:06:22+00:00,2026-08-19T15:12:00+00:00,2026-08-19T15:12:00+00:00
3477,223,0x25782c6f9b2c4e7a9d3ac7a5c54ee6201fb710db81ce44cfafe1eed8,swap,USDC,0.34113419,0.34,0.0029614,failed,2026-08-20T22:05:38+00:00,,2026-08-20T22:05:38+00:00
3478,223,0x865cc3ab3cc8484399fa5186aac05882a47c9d592bbe477cb1ccb3e3,receive,USDC,0.01155407,0.01,0.00420611,failed,2026-08-20T19:16:37+00:00,,2026-08-20T19:16:37+00:00
3479,223,0x628b76d6ad97459bbfd8aac9768db999e7c65c2a5ec64b4fa7cdcd5e,send,ETH,0.10947169,350.31,0.00040998,confirmed,2026-08-26T11:50:06+00:00,2026-08-26T11:53:34+00:00,2026-08-26T11:53:34+00:00
3480,223,0x870ebfd2521447a39d639d9d7f1d12eb90f7af6defb245738d48f7e0,swap,USDC,0.11776731,0.12,0.00382283,confirmed,2026-08-19T13:18:28+00:00,2026-08-19T13:18:49+00:00,2026-08-19T13:18:49+00:00
3481,223,0xfd9e8fc7195a4a2099c19c04e67a66528d01c7c7a8cc413fad64b17a,swap,USDC,0.48278295,0.48,0.00828561,confirmed,2026-08-19T23:52:05+00:00,2026-08-19T23:58:49+00:00,2026-08-19T23:58:49+00:00
3482,223,0xb2f91d2b82ee4da69a2afcfc8ac58ad3c65284e88d9447d4a6441828,swap,USDC,0.09275112,0.09,0.00979892,confirmed,2026-08-20T01:11:19+00:00,2026-08-20T01:16:15+00:00,2026-08-20T01:16:15+00:00
3483,223,,send,ETH,1.5331559,4906.1,0.00607176,pending,2026-08-26T06:21:43+00:00,,2026-08-26T06:21:43+00:00
3484,223,0x0786d26f66504bd99b3e024adadb8306747d94ef449241f68f8110f4,swap,USDC,0.05795672,0.06,0.00032676,failed,2026-08-23T06:17:21+00:00,,2026-08-23T06:17:21+00:00
3485,223,0x99aa6a67245b43b3b8f5f2b4ac67d39eff078eae5f1641dbb681fb47,swap,USDT,0.06188715,0.06,0.0063167,confirmed,2026-08-26T15:50:45+00:00,2026-08-26T15:53:27+00:00,2026-08-26T15:53:27+00:00
3486,223,,receive,USDC,0.06277851,0.06,0.00100452,pending,2026-08-20T17:19:10+00:00,,2026-08-20T17:19:10+00:00
3487,223,0x598b07b8997c4e018a2e52ebd44f90716272a48600bc48a39645d8f6,receive,USDC,0.04294677,0.04,0.00299709,confirmed,2026-08-26T09:04:37+00:00,2026-08-26T09:05:05+00:00,2026-08-26T09:05:05+00:00
3488,223,0xe79420f569ca442e97fa9317530225d934e179d8779c4e7b8ab080c3,receive,ETH,0.01042947,33.37,0.00816464,confirmed,2026-08-31T20:50:26+00:00,2026-08-31T21:00:03+00:00,2026-08-31T21:00:03+00:00
3489,223,,send,USDT,0.02570982,0.03,0.00691779,pending,2026-08-22T12:32:34+00:00,,2026-08-22T12:32:34+00:00
3490,223,0x1137d8f1a9494b149296376173de1efecd0db663384443ce997616fb,swap,USDT,6.83601279,6.84,0.00332326,failed,2026-08-21T14:21:12+00:00,,2026-08-21T14:21:12+00:00
3491,223,0x7d3b732c69c54c44ad41dea47990012c94d7f1c1cbfc4341a8a38f36,receive,ETH,0.33083463,1058.67,0.00919207,failed,2026-08-28T02:06:15+00:00,,2026-08-28T02:06:15+00:00
3492,223,0x4848ed0f6ed347ed857f931e71f3a95653d2de692a5c4f729d26c0d9,receive,ETH,0.05075515,162.42,0.00742749,failed,2026-08-18T01:20:27+00:00,,2026-08-18T01:20:27+00:00
3493,223,0xcd191b6f61a34f1eb3d40f8762e42d1274197943d34b450997a71132,receive,USDC,0.19421954,0.19,0.00253056,confirmed,2026-08-26T15:56:58+00:00,2026-08-26T16:06:04+00:00,2026-08-26T16:06:04+00:00
3494,223,0x28b0692c3526433096e3142a720f71b8640da41412d443958ebf8eaf,swap,USDC,1.25605784,1.26,0.00222179,confirmed,2026-08-22T07:57:15+00:00,2026-08-22T07:58:04+00:00,2026-08-22T07:58:04+00:00
3495,223,,send,ETH,0.33256451,1064.21,0.00054628,pending,2026-08-16T21:47:14+00:00,,2026-08-16T21:47:14+00:00
3496,223,0x565019f073c948ccba8b4d1a97b7c7848348fc17021c416a9d3c5079,swap,USDC,0.07262606,0.07,0.00952779,failed,2026-08-29T18:34:35+00:00,,2026-08-29T18:34:35+00:00
3497,223,0x1050e682c16c441dbd8a894a706267f3e3ce1b52ffab4d9bb89c2202,receive,USDT,0.46152087,0.46,0.00533106,confirmed,2026-08-19T22:30:07+00:00,2026-08-19T22:33:59+00:00,2026-08-19T22:33:59+00:00
3498,223,0x91e8e12b7f354d7f905c17557a7d5e3ddd63bf9691474087af3f0baa,receive,ETH,0.04087047,130.79,0.00394987,confirmed,2026-08-30T08:41:00+00:00,2026-08-30T08:44:06+00:00,2026-08-30T08:44:06+00:00
3499,223,0x72e5e4aedcb44503b5c4ecb082e94315cd0c133129c54a25b7d13139,send,USDT,0.00593206,0.01,0.00217481,failed,2026-08-21T15:07:31+00:00,,2026-08-21T15:07:31+00:00
3500,223,,receive,USDC,0.03864245,0.04,0.00591531,pending,2026-08-23T10:56:12+00:00,,2026-08-23T10:56:12+00:00
3501,223,0x309dd5dc42b04a95a7fb46cd45f8a31e256fa1095eef4fb7b2c430b8,receive,USDT,0.04329198,0.04,0.00737309,confirmed,2026-08-17T08:17:08+00:00,2026-08-17T08:25:21+00:00,2026-08-17T08:25:21+00:00
3502,223,0x044ee1fb73614751a0081f8f70797076cd66c04c1cf649d2a1b1d7b9,receive,USDT,0.02357852,0.02,0.00053837,confirmed,2026-08-30T01:40:40+00:00,2026-08-30T01:42:08+00:00,2026-08-30T01:42:08+00:00
3503,223,0xc4feb5a1d74640939109e81e5e22f103c4b3d641b10441e5a9493613,receive,USDC,0.08423376,0.08,0.00555737,failed,2026-08-21T16:38:35+00:00,,2026-08-21T16:38:35+00:00
3504,223,0x18ac775e81114fa7bebd87518421be85e8c7ce75eadb4d8581c62034,send,USDC,0.24629278,0.25,0.00789951,failed,2026-08-25T20:16:42+00:00,,2026-08-25T20:16:42+00:00
3505,223,0x51bff38d86234b75b438900fe9bc7d9196ae62d2b5ee4fe0bed6b720,receive,USDC,0.21150953,0.21,0.00139712,confirmed,2026-08-23T06:29:02+00:00,2026-08-23T06:34:28+00:00,2026-08-23T06:34:28+00:00
3506,223,,send,USDC,0.46412915,0.46,0.00816773,pending,2026-08-29T02:56:27+00:00,,2026-08-29T02:56:27+00:00
3507,223,0xc51c04eb6eaf49df87d385223b792b1bf0e7402df546401ab5264280,receive,USDC,0.02408907,0.02,0.00201093,confirmed,2026-08-28T10:31:22+00:00,2026-08-28T10:36:50+00:00,2026-08-28T10:36:50+00:00
3508,223,0xb1342d0bc52640d988120e63ad727789da9d6af2294946c186cf1c6b,receive,ETH,0.00649787,20.79,0.00563347,confirmed,2026-08-28T12:17:24+00:00,2026-08-28T12:19:17+00:00,2026-08-28T12:19:17+00:00
3509,223,0x0c9a365932f849719f0cec93b2594f0e6608c756d26640b38ef7c716,send,USDC,0.23575952,0.24,0.00914214,confirmed,2026-08-25T06:17:33+00:00,2026-08-25T06:22:40+00:00,2026-08-25T06:22:40+00:00
3510,223,0x327daa46e54649978f8e61c7af9035dc20d3d0193cf341c8a9ab5bf6,swap,USDT,0.03595572,0.04,0.00814849,confirmed,2026-08-31T02:30:49+00:00,2026-08-31T02:31:31+00:00,2026-08-31T02:31:31+00:00
3511,223,0x1b17729f04a14dc6b363f56ee8ddedb11a1a7ccce51a411f897aa2a6,receive,USDT,0.15266422,0.15,0.00797004,confirmed,2026-08-30T07:39:52+00:00,2026-08-30T07:49:47+00:00,2026-08-30T07:49:47+00:00
3512,223,0x640e459b5e7a4d39b76db3c9027c1d37605fce430c074a0bb8626a62,swap,ETH,0.19158962,613.09,0.00948441,confirmed,2026-08-27T21:01:32+00:00,2026-08-27T21:09:51+00:00,2026-08-27T21:09:51+00:00
3513,223,0xf2d4b545fdfe4aaf930c2879f783928716d5af94930c470fac652c36,send,USDC,0.76593504,0.77,0.00162161,confirmed,2026-08-30T10:11:13+00:00,2026-08-30T10:14:04+00:00,2026-08-30T10:14:04+00:00
3514,223,0xbe83cd52a1eb43fd92554fc65ff8ffaff7077b20ab754bed85c6a43b,swap,ETH,0.02205799,70.59,0.00359484,confirmed,2026-08-30T06:25:38+00:00,2026-08-30T06:29:15+00:00,2026-08-30T06:29:15+00:00
3515,223,0xac0aec8178574b4793daed7f4dfa963ffeb95b64bad34fda93c32835,swap,USDT,2.50945644,2.51,0.00560115,confirmed,2026-08-19T04:39:30+00:00,2026-08-19T04:49:11+00:00,2026-08-19T04:49:11+00:00
3516,223,0xc8158fe0eb3a47e4b5d8541884a59ab1c6955c7d234e491eb164afd3,send,USDT,0.17025677,0.17,0.0007761,confirmed,2026-08-25T06:38:10+00:00,2026-08-25T06:45:54+00:00,2026-08-25T06:45:54+00:00
3517,223,,receive,USDC,0.05045509,0.05,0.0059599,pending,2026-08-20T07:46:20+00:00,,2026-08-20T07:46:20+00:00
3518,223,0x6899aed56f9d4e77a9b3ee6a598dccd61823d2b5b6994dce8d1f9c91,send,USDT,0.13050051,0.13,0.00126701,confirmed,2026-08-24T22:02:19+00:00,2026-08-24T22:09:43+00:00,2026-08-24T22:09:43+00:00
3519,223,0x86f178b144074a8ab11c113a4b6b8f82ab31a2f384f643f593676b68,swap,USDC,3.59992988,3.6,0.00618435,confirmed,2026-08-26T09:35:15+00:00,2026-08-26T09:36:24+00:00,2026-08-26T09:36:24+00:00
3520,223,0x1cce84dc63ef42eaa3c27dab28559a1507d1ae73419c497c879cd17f,swap,ETH,0.0248044,79.37,0.00512889,confirmed,2026-08-30T16:44:36+00:00,2026-08-30T16:48:01+00:00,2026-08-30T16:48:01+00:00
3521,223,0x97201c9e3c834145883a3bdcd729b7bb65aedc2a114d4175b85ded71,receive,USDC,0.4813672,0.48,0.00817834,failed,2026-08-27T22:41:43+00:00,,2026-08-27T22:41:43+00:00
3522,223,0x4f6c1c9153e948cc8dd6a8494175b66bb1148c61b09942f6a3e66e54,swap,USDT,0.24748613,0.25,0.00609248,failed,2026-08-24T04:42:19+00:00,,2026-08-24T04:42:19+00:00
3523,224,0xfba81fb9b36b48e0abd9d1bd924485d923917b074ee044fcb67c1b34,swap,ETH,0.2034181,650.94,0.00057918,confirmed,2026-08-17T16:04:55+00:00,2026-08-17T16:11:36+00:00,2026-08-17T16:11:36+00:00
3524,224,0x864a393f8de74f50b8745e96a593095c8fdd95bd1b8b49ff95390e7f,receive,USDC,0.00475125,0.0,0.00841436,confirmed,2026-08-22T02:32:33+00:00,2026-08-22T02:33:09+00:00,2026-08-22T02:33:09+00:00
3525,224,0x1ddec306f8104b418fa800302939cb1f3a7c386183894304a934ecf8,swap,ETH,0.00189318,6.06,0.00842372,confirmed,2026-08-28T05:52:20+00:00,2026-08-28T06:00:56+00:00,2026-08-28T06:00:56+00:00
3526,224,,receive,USDC,0.02087986,0.02,0.00039539,pending,2026-08-21T17:47:08+00:00,,2026-08-21T17:47:08+00:00
3527,224,0x6784b8a2cf2b4caa81762760bbafed7cf9deab9a8f72446a86b808e0,receive,ETH,0.09633323,308.27,0.00269653,confirmed,2026-08-24T21:57:42+00:00,2026-08-24T22:03:27+00:00,2026-08-24T22:03:27+00:00
3528,224,,receive,ETH,0.77479755,2479.35,0.00575784,pending,2026-08-24T18:43:11+00:00,,2026-08-24T18:43:11+00:00
3529,224,,swap,USDC,0.2047001,0.2,0.00365496,pending,2026-08-16T02:18:48+00:00,,2026-08-16T02:18:48+00:00
3530,224,,receive,USDC,0.67396431,0.67,0.00459598,pending,2026-08-30T21:37:05+00:00,,2026-08-30T21:37:05+00:00
3531,224,0x2b898c883d7a4f48a1252b021780d780016ab01faab74ce09cc752a3,receive,ETH,0.04258307,136.27,0.00500415,failed,2026-08-24T14:09:09+00:00,,2026-08-24T14:09:09+00:00
3532,224,,swap,ETH,0.11665428,373.29,0.00381572,pending,2026-08-27T20:09:21+00:00,,2026-08-27T20:09:21+00:00
3533,224,0x1fa69aea01644f098892328fb56c856f4d56b13b437c4382898ea5e8,receive,ETH,0.05042524,161.36,0.00957742,confirmed,2026-08-27T16:50:42+00:00,2026-08-27T16:51:01+00:00,2026-08-27T16:51:01+00:00
3534,224,0x29847a46bb57470e8d868577db5fda5c737dc40c60ad4ee8992759b0,receive,USDC,0.00160677,0.0,0.00441032,confirmed,2026-08-17T04:03:02+00:00,2026-08-17T04:09:46+00:00,2026-08-17T04:09:46+00:00
3535,224,0xf12ec36d6e82449da315a3bced3177deac1f7014145b44c9a9509c16,swap,ETH,3.26255234,10440.17,0.00997943,confirmed,2026-08-19T17:07:24+00:00,2026-08-19T17:16:23+00:00,2026-08-19T17:16:23+00:00
3536,224,,receive,USDC,0.24413563,0.24,0.00384694,pending,2026-08-31T11:56:13+00:00,,2026-08-31T11:56:13+00:00
3537,224,,send,USDC,0.32386343,0.32,0.00280781,pending,2026-08-27T04:32:38+00:00,,2026-08-27T04:32:38+00:00
3538,224,0x263a47b32f6a4daf86dd03887ed7c2ee73a724b2be424610aaacebbb,send,USDC,0.85610111,0.86,0.00010681,confirmed,2026-08-20T00:57:06+00:00,2026-08-20T00:59:46+00:00,2026-08-20T00:59:46+00:00
3539,224,0xfbb7ac2a547e4b90a73ebdd56ffbef8a9cadeff7dacf4481b808637e,receive,USDC,2.29628288,2.3,0.00187955,failed,2026-08-22T21:39:45+00:00,,2026-08-22T21:39:45+00:00
3540,224,0x8013847a91344db59b4a046fd196141977a009e3b79041fb8d02574f,swap,ETH,0.00969468,31.02,0.00898123,confirmed,2026-08-23T21:30:35+00:00,2026-08-23T21:36:27+00:00,2026-08-23T21:36:27+00:00
3541,224,0x2d583bb9f9de4f239d1c27c652f8b9cd2b64d70088154ddb898bb704,receive,ETH,0.63720609,2039.06,0.00919357,confirmed,2026-08-23T03:09:19+00:00,2026-08-23T03:10:53+00:00,2026-08-23T03:10:53+00:00
3542,224,0x2af4f595e0d24382997d242549a661e0ed943ad583d846ad830b7578,send,USDC,0.2842218,0.28,0.00728345,confirmed,2026-08-15T12:21:13+00:00,2026-08-15T12:25:13+00:00,2026-08-15T12:25:13+00:00
3543,224,0xe45c32560a904a5d82f4236948b728bb111c770c4beb470fa499d5b4,receive,ETH,4.18341995,13386.94,0.00890215,confirmed,2026-08-18T02:38:24+00:00,2026-08-18T02:39:56+00:00,2026-08-18T02:39:56+00:00
3544,224,0xa5d4dadc34f84ef4992613c491567222ecc652ff727d4c1280f72309,swap,ETH,0.12693473,406.19,0.00907864,confirmed,2026-08-20T14:25:58+00:00,2026-08-20T14:30:46+00:00,2026-08-20T14:30:46+00:00
3545,225,,send,BNB,0.34377011,199.39,0.00105702,pending,2026-08-16T02:16:30+00:00,,2026-08-16T02:16:30+00:00
3546,225,,swap,BNB,0.04110909,23.84,0.00940919,pending,2026-07-13T00:48:27+00:00,,2026-07-13T00:48:27+00:00
3547,225,0xb9356ca5f5374e788ddfa7a1d9792f84612099767ae94135bf6efd98,send,BNB,1.50418261,872.43,0.008629,confirmed,2026-08-21T02:12:21+00:00,2026-08-21T02:21:00+00:00,2026-08-21T02:21:00+00:00
3548,225,,send,USDT,1.05798711,1.06,0.0068249,pending,2026-07-17T16:20:50+00:00,,2026-07-17T16:20:50+00:00
3549,225,0x72dd4fb737124d69a3b9483045694aca981432b1e415483d840c812e,receive,USDT,0.10741199,0.11,0.00868173,failed,2026-08-06T00:02:38+00:00,,2026-08-06T00:02:38+00:00
3550,225,0x45c05daaa4c04f92a7b2dd8d8738940b541336fe7ff7425aafd53dc0,receive,BNB,0.00182902,1.06,0.00825725,confirmed,2026-08-11T09:06:40+00:00,2026-08-11T09:11:52+00:00,2026-08-11T09:11:52+00:00
3551,225,0x900f866aae24466ba14e56f011d9292b3cf6f5b80c2c43d2a9fe4ad2,receive,USDT,0.35898133,0.36,0.00210573,confirmed,2026-07-16T08:49:03+00:00,2026-07-16T08:54:26+00:00,2026-07-16T08:54:26+00:00
